spot_name,gallery_images,introduction,address,traffic_jam,parking_area,best_season,average_budget,best_num,crowd,facility,lat,lng,predicted_label_id,predicted_label
淀川河川公園,"https://lohas-park.jp/wp-content/uploads/246218_17-07Ibaraki.jpg",大阪府を流れる淀川沿いの河川敷です。大阪では貴重な夏に花火ができる場所があります。秋は河川沿いにススキが見られ、四季折々の楽しみ方ができます。近所の人の散歩コースとなっており、多くのサイクリストが訪れる自然豊かな観光スポットです。,618-0081 京都府乙訓郡大山崎町下植野中島,1時間,駐車場あり,秋,無料,何人でも,少し空いている,屋外,34.9001703,135.7017795,0,子連れ家族
六甲山,"https://www.feel-photo.info/wp/wp-content/uploads/e27_web.jpg",六甲山の山頂付近に位置する夜景が綺麗に見えるスポットです。付近に六甲山牧場もあるので、昼間も楽しめます。ロープウェイでも行けます。三宮からも車で30分ほどなので、昼と夜に訪れて2度楽しむことができます。【鉢巻展望台】兵庫県の六甲山にある展望台です。神戸市も街並みを一望できます。昼はドライビングスポット、夜は夜景スポットになります。車、バイクともに通行可能ですが道幅は狭いため注意が必要です。また、展望台までの道のりが、大きなカーブが多く少し運転が大変と感じることがあるかもしれません。,657-0101 兵庫県神戸市灘区六甲山町五介山１８７７,1時間,駐車場あり,通年,160円,何人でも,少し空いている,屋外,34.7634469,135.2464853,0,子連れ家族
おじいさんの古時計,"https://tblg.k-img.com/restaurant/images/Rvw/182292/640x640_rect_f73c188a0feff1255bd97f5f5d4e7786.jpg",大阪府交野市にある隠れ家カフェです。付近には紅葉で有名な星のブランコがあります。登山が趣味のオーナーが気さくに話しかけてくれます。ログハウス風の見た目で雰囲気、味、接客すべて満足させてくれる穴場カフェです。,576-0033 大阪府交野市私市９丁目１８−１０,0.5時間,駐車場あり,通年,1000円,何人でも,空いている,屋内,34.7484219,135.6923645,0,子連れ家族
柳谷観音,"https://mobila-carlife.jp/article_objects/drive/_wp_admin_/wp-content/uploads/2023/06/yanagidani_ajisai_l.jpg.webp",柳谷観音は、平安時代から眼病に悩む人々に信仰されている眼病平癒の祈願所です。境内には天皇家ゆかりの歴史ある品も多く、季節ごとに五感を満たすイベントも開催されており、「花手水」なども人気です。「あじさいのみち」と呼ばれる参道も整備され、紫陽花や紅葉が見事な名所でもあります。また、毎月17日には十一面千手眼観音がご開帳され、多くの人で賑わいます。この祈願所は独鈷水という眼病平癒のご利益がある霊水によっても知られています。,617-0855 京都府長岡京市浄土谷堂ノ谷２,1時間,駐車場あり,秋,700円,何人でも,普通,屋内,34.9144689,135.6530513,0,子連れ家族
花屋倉展望台,"https://tabiiro.jp/lpimg/leisure/211241/main/img2.jpg",花屋倉展望台は、千本桜で有名な吉野の景色を一望できる展望台です。春の桜、秋の紅葉、朝焼け、夜景と様々な絶景が眺められます。観光客が多い通りを抜けるので、注意が必要です。道幅が狭く、対向車とのすれ違いもあるので速度を落として走行するようにしてください。,639-3115 奈良県吉野郡吉野町吉野山１７１１,0.5時間,駐車場あり,春,無料,何人でも,空いている,屋外,34.3555168,135.8720829,1,恋人
六十尋滝,"https://web-odai.info/fc/images/mustgo/01_bc95dd150dd41008ffac43c29c7c7e41ac44f97b.jpeg",三重県南部の山奥にある穴場の絶景スポットです。道中の路面状況は最悪で、小枝・落石・落ち葉と酷道がひたすら続きます。運転に自信のない方や免許取りたての初心者ライダーにはオススメできません。しかし、行った先には素晴らしい景色が待っているので、運転に慣れている人は行く価値がある場所です。,519-2634 三重県多気郡大台町大杉,0.5時間,駐車場あり,夏,無料,複数人,空いている,屋外,34.2096109,136.1517858,0,子連れ家族
かめおか霧のテラス,"https://kyotoside.jp/images/20191106085558.jpg",亀岡盆地には「丹波霧」と呼ばれる霧(雲海)が発生することがあり、これは亀岡を象徴する風景として知られています。「かめおか霧のテラス」は、亀岡盆地を覆う雲海を一望できる場所で、2018年に開設されました。朝方の晴れた早朝に望む風景は特に素晴らしいです。公式サイトも作られており、霧がかった絶景を見やすいタイミングなども掲載されています。亀岡ICから約10分で到着します。少し幅の狭い山道を登る必要がありますが、周辺にはゴルフ場もあったり、配達業の方も利用する道なので、比較的安心して絶景を楽しめます。,621-0854 京都府亀岡市下矢田町医王谷,0.5時間,駐車場なし,冬,無料,何人でも,少し空いている,屋外,35.0001444,135.5652993,1,恋人
鵜倉園地,https://ise-pit.com/blog/wp-content/uploads/2021/12/MG_0656.jpg",伊勢志摩国立公園にある景色の良いスポットです。4つの展望台「あけぼの展望台」「見江島展望台」「かさらぎ展望台」「橘展望台」があり、各展望台からは異なる風景が望めます。「あけぼの展望台」からは親子大橋、「見江島展望台」からは2015年4月に恋人の聖地に認定されたハート型の湾が見られます。また、リアス式海岸の美しい眺めを見ることができます。「見江島展望台」には観光望遠鏡やトイレもあります。バイクで展望台の近くまで行くことができるのでアクセスも良く、設備がきれいなのもポイントが高いです。昼間でも綺麗な入り江や山の景色で楽しめますが、夜になると、最高の星空を見ることができるので、より楽しめます。周辺はほとんど光がないため、夜空いっぱいの星を楽しむことができます。入り江はハートの形に見えるのでハートの入り江という名前ついています。,516-1303 三重県度会郡南伊勢町道行竈,1時間,駐車場あり,冬,無料,複数人,空いている,屋外,34.2645745,136.5499681,0,子連れ家族
中之島バラ園,https://osaka-burari.toniemon.com/wp-content/uploads/2021/05/PXL_20210514_213059232th_.jpg",約300種類以上のバラが植えられていて満開の時は感動するほど見応えがあります。バラ園の中にはカフェもあって休憩できるところもあります。大阪市の中心部に位置しているのでバラ園の後は梅田や難波方面にも簡単にアクセス可能です。,530-0005 大阪府大阪市北区中之島１丁目１,1.5時間,駐車場なし,春,無料,何人でも,少し混んでいる,屋外,34.6930796,135.5054551,0,子連れ家族
コスモスクエア周辺,https://trvimg.r10s.jp/share/image_up/172159/origin/1583fd5851e7c4f5da5531df78fba51286e90b3f.47.9.26.3.jpg?fit=inside|786:450&interpolation=lanczos-none",コスモタワーやATC等、近未来的な建物が多く、海に面した臨海都市で、近くに舞洲や咲州もあり、レジャー施設も豊富にあります。付近に橋がいくつかあり、海やコスモスクエアの近未来的な建物や、遠くに大阪の摩天楼を橋から眺めることができます。,559-0034 大阪府大阪市住之江区南港北２丁目１−１０,1時間,駐車場あり,通年,無料,何人でも,少し空いている,屋内,34.637107,135.4128187,0,子連れ家族
君ケ野ダム,https://motospot.jp/img/spot/img-2306-0-medium.jpg",三重県津市美杉町にあるダムとダム湖です。普段はひっそりと山間にたたずむダムですが、周辺には多くの桜の木があり、春には花見の人で賑わいます。1日だけの開催ですが、毎年桜祭りも行われています。天気が良い日に桜が咲くダム湖周辺をバイクで走るのは爽快です。桜の咲く時期に訪れるのがオススメです。,515-3202 三重県津市美杉町八手俣,1時間,駐車場あり,春,無料,一人,空いている,屋外,34.5898493,136.3288901,0,子連れ家族
丹生川上神社,https://yamatoji.nara-kankou.or.jp/contents/images/0000000311/455cb22dee703dbad81a77e2a913c508.jpg",丹生川上神社は、奈良県吉野郡川上村にある古社で、約1300年以上の歴史を持つ神社です。大和川の源流である丹生川のほとりに位置し、古来から水の神を祀る神社として信仰を集めています。主祭神は高龗神（たかおかみのかみ）で、雨乞いや水運、農業などに関連するご利益があるとされています。この神社は、上社・中社・下社の三つから構成され、いずれも深い自然に囲まれた静寂な環境にあります。上社は特に雨乞いの儀式が行われたことで有名で、古代から農耕の発展に重要な役割を果たしてきました。また、境内は自然豊かで、四季折々の美しい風景を楽しむことができ、特に秋の紅葉が見事です。丹生川上神社は、水にまつわる神聖な空間として、今も多くの参拝者が訪れる場所となっています。,633-2431 奈良県吉野郡東吉野村小９６８,0.5時間,駐車場あり,通年,無料,何人でも,普通,屋外,34.3901647,135.9863925,1,恋人
湖畔の里 つきがせ,"https://lp.p.pia.jp/shared/materials/062bc80a-c8be-4cd5-8496-19ffe85510f9/origin.jpg",月ヶ瀬梅渓の八幡橋南詰にあり、豊かな自然環境に恵まれた道の駅です。月ヶ瀬湖畔の絶景も望め、春には桜、秋には紅葉など四季折々の景色が楽しめます。直売所では地域の特産物の野菜やお土産も購入でき、軽食をとることができる食堂もあります。,630-2306 奈良県奈良市月ヶ瀬桃香野４２６７−５,0.5時間,駐車場あり,秋,無料,何人でも,少し空いている,屋内,34.7067854,136.015833,2,道の駅
書写山圓教寺,"https://tripeditor.com/wp-content/uploads/2021/08/26160658/shutterstock_1965367624-1.jpg",「書写山圓教寺」は康保3年(966)に性空上人が開創。閑静な山内に数多くの堂塔が立ち並ぶ様は“西の比叡山”とも呼ばれ、数多くの映画やドラマのロケ地となっています。ロープウェイで全長781m、高低差211mを進み、山頂へ近付くたびに明石海峡大橋、淡路島、小豆島、四国、と眼前の景色が広がります。,671-2201 兵庫県姫路市書写２９６８,1時間,駐車場あり,通年,無料,何人でも,少し空いている,屋外,34.8895745,134.6593203,1,恋人
琵琶湖,"https://japan-heritage.bunka.go.jp/ja/datas/images/2022/09/08/6fe7499bce8c62eec9da61cda94508a70a475f2d.jpg",琵琶湖沿いの道がきれいで走りやすいです。 ただし車線が少ない箇所があり混雑していることもあるので夏場はつらい時があります。 冬は気温が下がり寒いので春か秋がオススメです。 周辺にカフェなどもあるため休憩場所にも困りません。,琵琶湖,1時間,不明,秋,無料,複数人,少し混んでいる,屋外,35.3456394,136.1709012,1,恋人
灘黒岩水仙郷,https://www.hyogo-tourism.jp/images/files/20231218_%E5%8D%97%E3%81%82%E3%82%8F%E3%81%98%E5%B8%82_%E7%81%98%E9%BB%92%E5%B2%A9%E6%B0%B4%E4%BB%99%E9%83%B7/%E7%81%98%E9%BB%92%E5%B2%A9%E6%B0%B4%E4%BB%99%E9%83%B7_002.jpg",淡路島の東南部の海岸沿いにある「灘黒岩水仙郷」は、海岸沿いの急斜面の山並み一面に500万本もの野生の水仙が咲き乱れる絶景スポットです。12月から3月ごろまでの時期は、水仙の花のホワイトとイエローの色合いと海岸からみえる海のコバルトブルーとのコントラストがとても美しく、普段の日常を忘れる、癒しのひとときを過ごせます。,656-0551 兵庫県南あわじ市灘黒岩２,1時間,駐車場あり,春,1000円,何人でも,普通,屋外,34.2256535,134.8354534,1,恋人
片男波海水浴場,"https://motospot.jp/img/spot/img-2564-1-medium.jpg",和歌山市内にある海水浴場で大阪からのアクセスにも便利です。砂浜は人工砂で1200mの長さがあり、和歌山県でも最大級の規模です。2009年に水質や清潔さ、水難対策などが評価され「快水浴場百選 海の部特選」に選ばれています。万葉集に詠まれた景勝地である和歌の浦にあり、施設も充実しています。駐車場は17時までで有料です。,641-0022 和歌山県和歌山市和歌浦南３丁目１７４０,0.5時間,駐車場あり,夏,無料,何人でも,空いている,屋外,34.1784419,135.1740161,0,子連れ家族
元興寺,"https://yamatoji.nara-kankou.or.jp/contents/images/0000000125/17d3f89fc0762e616a47c5ceeb5ac0aa.jpg",元興寺（がんこうじ）は、奈良県奈良市にある歴史的な寺院で、飛鳥時代に創建された日本最古の仏教寺院の一つです。元々は飛鳥にあった法興寺を奈良の地に移転したもので、奈良時代には東大寺や興福寺と並ぶ大寺として栄えました。元興寺の見どころは、国宝に指定されている「極楽坊本堂」や「禅室」です。本堂の屋根には、飛鳥時代の瓦が現存しており、約1400年の歴史を感じさせます。また、極楽坊の周辺には四季折々の花が咲き誇り、静かで落ち着いた雰囲気の中で仏教の歴史に触れることができます。毎年8月には「地蔵会万灯供養」が行われ、境内が無数の灯籠で照らされる幻想的な光景が広がります。歴史好きや仏教文化に興味がある方にとって、訪れる価値のある場所です。駐車場はありませんが、観光地なので、青空パーキングが周辺にあります。,630-8392 奈良県奈良市中院町１１,1時間,駐車場なし,通年,500円,何人でも,少し空いている,屋外,34.6777903,135.831716,0,子連れ家族
依水園,"https://isuien.or.jp/images/bg1.jpg",奈良市の中心地にある日本庭園です。周りとは隔絶された自然の景色が広がっています。江戸と明治に作られた二つの日本庭園があり、それぞれ時代が違うので異なる美しさがあります。美術館が併設されており、東アジアの美術品などを展示しています。季節ごとに美しい景観を楽しむことができます。近くに東大寺や奈良公園も隣接しているため、周囲の観光スポットと合わせて回ることができます。周辺道路は鹿が歩き回っているので、速度に気をつけて走行するようにしてください。,630-8208 奈良県奈良市水門町７４,1時間,駐車場なし,秋,1200円,一人,少し空いている,屋外,34.6854908,135.8376847,0,子連れ家族
大和神社,"https://yamatoji.nara-kankou.or.jp/contents/images/0000000304/0d592ac804e1b77d8f472c53153b4fbe.jpg",大和神社（おおやまとじんじゃ）は、奈良県天理市にある歴史深い神社で、古くは「日本最古の神社」の一つとして知られています。祭神は、日本の軍神とされる大物主大神で、古代から国の安泰や武運長久、農業の繁栄などを祈る場として信仰を集めてきました。大和神社の境内は広大で、静寂な雰囲気が漂い、四季折々の自然が楽しめる美しい場所です。特に春には桜が咲き誇り、多くの参拝者が訪れます。また、重要文化財に指定されている本殿や拝殿は、古代の建築様式を今に伝える貴重な建造物です。毎年10月には「大和神社例大祭」が行われ、神輿渡御や伝統的な舞楽が奉納されるなど、地域の重要な行事として賑わいます。神社は、歴史的な背景と自然の美しさを楽しめる奈良県の代表的な神社の一つです。戦争つい没者の慰霊碑があり、小さい資料館もあります。そこには戦艦大和の模型がおいており、貴重な写真なども見ることができます。,632-0057 奈良県天理市新泉町３０６,0.5時間,駐車場あり,通年,無料,何人でも,少し空いている,屋外,34.5709278,135.8374199,0,子連れ家族
出雲大神宮,"https://cdn.4travel.jp/img/thumbnails/imk/tips_pict/17/52/84/650x450_17528445.jpg?updated_at=1600937304",出雲大神宮は、京都府亀岡市にある神社で、古代から縁結びの神として信仰を集めてきた場所です。大国主命（おおくにぬしのみこと）を主祭神として祀っており、出雲大社と同様に縁結びや福徳の神社として親しまれています。「古来、日本一の縁結びの神」と称され、恋愛成就や夫婦円満を願う多くの参拝者が訪れます。神社の境内は、豊かな自然に囲まれ、静かな雰囲気が漂っています。特に「磐座（いわくら）」と呼ばれる巨石群は神聖な場所とされ、古代からの信仰の対象です。さらに、境内には「玉の泉」という湧水があり、この水を飲むと長寿になると言われています。出雲大神宮は、自然の美しさと神秘的な雰囲気が魅力のスポットで、年間を通じて多くの人々が訪れます。,621-0002 京都府亀岡市千歳町出雲後田無番地,1時間,バイク駐車場あり,通年,無料,何人でも,普通,屋外,35.05961,135.577,1,恋人
和束の茶畑,"https://d20aeo683mqd6t.cloudfront.net/wowjapan/images/wp-content/uploads/2018/04/01895_001.jpg",京都を代表する、茶畑が所狭しと広がる自然豊かな土地。抹茶を用いたスイーツやお蕎麦など、グルメも楽しめる。和束の茶畑を楽しんだ先に、狸の置物で有名な信楽へもアクセスができ、奈良や伊賀などへも足を運べるため、ツーリングやドライブの道選びにも困らない。,619-1222 京都府相楽郡和束町白栖大狭間３５番地,0.5時間,不明,夏,無料,何人でも,少し空いている,屋内,34.7960899,135.8982223,1,恋人
月ヶ瀬梅林,https://sioru-design.com/wp-content/uploads/umematsuri.png",関西屈指の梅林公園です。山からの景色や多くの梅を見ることができます。道中、舗装された山道で片道一車線ずつあり、ワイディングも程よく角度があるのでとても走っていて楽しい道です。見頃シーズンになると、駐車場に停められなくなるほど観光客が集まるので、なるべく朝早く到着するようにした方がいいです。駐車場も500〜1000円程の価格幅がありますので、安い駐車場に停められるかどうかは運次第となります。,630-2302 奈良県奈良市月ヶ瀬尾山,2時間,駐車場あり,春,500円,何人でも,混んでいる,屋外,34.7085759,136.0491689,0,子連れ家族
ヴィソン,"https://vison.mie-vison.org/sightseeing/common/assets/img/external/b0d358df1ab44ca4d9c43a7faab76571d5264b8c.jpg",日本最大級の商業リゾートVISON（ヴィソン）。伊勢自動車道と紀勢自動車道をつなぐ勢和多気JCTを降りてすぐの位置にある敷地面積54ha（東京ドーム24個分 ）を誇る巨大商業施設です。日本最大級の産直市場「マルシェ ヴィソン」や、パティシエ・ショコラティエの辻口 博啓氏が手がけるパティスリー、石窯パン屋を展開する「スイーツヴィレッジ」などをはじめとする９エリアで約70店舗が楽しめます。また、VISON独自の「本草七十二候」という考えに基づき調合された72種類の薬草湯があります。施設内には宿泊施設もあり、ゆったりと過ごすことができます。,519-2170 三重県多気郡多気町ヴィソン,2時間,駐車場あり,通年,無料,何人でも,少し混んでいる,屋内,34.4583742,136.5138553,0,子連れ家族
城崎温泉,"https://kinosaki-spa.gr.jp/core/wp-content/uploads/2020/04/49565415806_d82108b6d4_k-1200x801.jpg",志賀直哉の小説「城崎にて」で有名な、兵庫県にある温泉地です。街の中心に川が流れており、両側を総湯や旅館、お土産処などが立ち並んでいます。宿泊客は。各旅館の駐車場に車やバイクを停めて散策出来ます。7つほどの公衆浴場の他、旅館のお風呂があります。全体的に温泉は熱めです。昔ながらの温泉地の風情かありつつ、モダンでお洒落なカフェなどもあります。,669-6101 兵庫県豊岡市城崎町湯島,18時間,不明,通年,12000円,何人でも,少し混んでいる,屋内,35.6291643,134.7931026,0,子連れ家族
伊丹空港 千里川土手,"https://maido-storage.oss-cn-hongkong.aliyuncs.com/maido/uploads/2022/09/senri-riverbank-main.jpg",伊丹空港の滑走路前にある千里川の土手です。着陸寸前の場所で、飛行機の真下が見られる場所です。バイクは手押しで入れることができます。バイクと飛行機を一緒に迫力ある写真が撮れるので、多くのライダーが写真を撮りにきています。,561-0805 大阪府豊中市原田中２丁目,0.5時間,駐車場なし,通年,無料,一人,普通,屋外,34.7707299,135.4539264,0,子連れ家族
八幡山,"https://www.biwako-visitors.jp/uploads/images/spots/resized/640/93445047ae42ff16dc5e80ac83555aeb58fa4d241d4565b7296079b8e2b26635.jpg?key=9710cd1d55395dafee1fa8ff7084a5e928d323fe",八幡山は、かつて豊臣秀吉の甥である秀次の居城が築かれた場所としても有名で、頂上からは近江八幡の街並みや琵琶湖を望むこともできる絶景のスポットです。山頂に続くロープウェイがあり、15分間隔で運行されており、一台に10～20人程度は乗れるくらいの大きさです。4分ほどで山頂駅に着きます。往復料金は大人890円です。山頂に城跡や寺院もありますが、観光客の姿はまばらでした。ゆっくり過ごすのには最適な場所です。ただし、出発の駅付近には無料の駐車場がありますが、近くにはクラブハリエの関連施設や観光スポットも多いので、かなり混雑しています。,523-0828 滋賀県近江八幡市宮内町,1時間,不明,通年,890円,何人でも,空いている,屋外,35.1417373,136.0855373,0,子連れ家族
玉置山,"https://motospot.jp/img/spot/img-2570-0-medium.jpg",奈良県吉野郡十津川村にある世界遺産に登録されている山です。標高1076mにある玉置神社は熊野三山の奥之院だったといわれ、修験道の聖地としても知られています。樹齢3000年といわれる御神木があり、異世界かのような雰囲気が漂っています。各地点への所要時間は以下の通りです。・玉置山駐車場 ~ 山頂：上り約30分、下り約20分・玉置山駐車場 ~ 玉置神社：上り約20分、下り約15分・山頂 ~ 玉置神社：上り約20分、下り約10分駐車場 - 山頂 - 神社 - 駐車場のように上りと下りで経由地を変えることも可能です。,647-1582 奈良県吉野郡十津川村玉置川,1.5時間,駐車場あり,秋,無料,何人でも,空いている,屋外,33.9044366,135.8422134,1,恋人
ビーナスブリッジ,"https://cdn.clipkit.co/tenants/568/item_images/images/000/103/995/large/9ca63698-fced-44d2-94a6-adb8e7dcb8f6.jpg?1623202722",複雑に湾曲した鉄橋が特徴的な観光スポットで、鉄橋の上からは神戸のビル群、港、海を見渡すことができます。夜に来ると、煌びやかな夜景を見ることが出来て、デートスポットとしても有名な場所です。近くにレストランもあったので、景色を眺めがら食事をとるのもよさそうです。,650-0007 兵庫県神戸市中央区神戸港地方口一里山,1時間,駐車場あり,通年,無料,何人でも,普通,屋外,34.7114576,135.1786967,1,恋人
休暇村加太キャンプ場,"https://www.qkamura.or.jp/sp/kada/camp/images/img_intro.jpg",和歌山の加太にあるオートキャンプ場です。休暇村の系列なので、本館は普通の宿泊施設で、その麓にキャンプ場があります。本館にある温泉を利用できます。キャンプ場内にはシャワーがあります。AC電源が利用でき、サイト内に車を停めれます。夜にはキャンプ場内にある芝生の広場で星を眺めることができます。テニスコートもあり、海水浴場にも車で約4分です。,640-0102 和歌山県和歌山市深山４８３,12時間,駐車場あり,夏,4600円,何人でも,混んでいる,屋外,34.2928351,135.0723686,0,子連れ家族
法隆寺,"https://s3-ap-northeast-1.amazonaws.com/production-switch/uploads/article_eyecatch/file/62986/1709165480-19174-0119-1280.jpeg",法隆寺は、数多く存在するお寺の中でも特に有名な場所です。聖徳太子によって西暦607年に建立され、現在は世界文化遺産にも登録されています。飛鳥時代以来の多くの仏像や建造物、美術工芸品を見ることができます。最近では「世界遺産法隆寺―1400年の歴史遺産を未来へ―プロジェクト」と称してクラウドファンディングを実施し、1億5000万円を上まわる支援を得ました。,636-0115 奈良県生駒郡斑鳩町法隆寺山内１−１−１,1時間,駐車場あり,通年,1500円,何人でも,普通,屋外,34.6132161,135.7337691,0,子連れ家族
霊鑑寺,"https://cdn-ak.f.st-hatena.com/images/fotolife/Y/Yukonosuke/20240404/20240404164026.jpg",霊鑑寺は、承応3年に後水尾天皇の皇女・多利宮によって創建された尼門跡寺院であり、歴代皇女が住職を務めたことから「椿の寺」や「谷の御所」とも呼ばれます。本堂には徳川家斉が寄進した如意輪観音像が安置されており、庭園には100種以上の椿が植えられています。日光椿（京都市天然記念物）や白牡丹椿などが咲き誇ります。また、愛らしい御所人形や絵カルタなど皇室ゆかりのものも多く保存されています。臨済宗南禅寺派の門跡寺院であり、格調高い池泉観賞式庭園には春にツツジや椿、秋には紅葉が楽しめます。通常非公開ですが、春と秋に特別公開されます。少し足元の悪い石段を上り下りする必要があるので、足の悪い方はご注意ください。,606-8422 京都府京都市左京区鹿ケ谷御所ノ段町１２,0.5時間,駐車場なし,秋,800円,何人でも,空いている,屋外,35.0206907,135.7962825,1,恋人
